,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal,Translated
2516,"Ratusan Korban Jiwa dalam Tragedi Halloween, Dua WNI Luka-luka, Dokter Tifa Ungkap Efek Vaksin Covid-19  https://t.co/CAFsEJmeqz #DokterTifa #HalloweenItaewon #TragediHalloween #WniKorban",Ratusan Korban Jiwa dalam Tragedi Halloween Dua WNI Luka luka Dokter Tifa Ungkap Efek Vaksin Covid https t co CAFsEJmeqz ,ratusan korban jiwa dalam tragedi halloween dua wni luka luka dokter tifa ungkap efek vaksin covid https t co cafsejmeqz ,ratusan korban jiwa dalam tragedi halloween dua wni luka luka dokter tifa ungkap efek vaksin covid https t co cafsejmeqz,"['ratusan', 'korban', 'jiwa', 'dalam', 'tragedi', 'halloween', 'dua', 'wni', 'luka', 'luka', 'dokter', 'tifa', 'ungkap', 'efek', 'vaksin', 'covid', 'https', 't', 'co', 'cafsejmeqz']","['ratusan', 'korban', 'jiwa', 'tragedi', 'halloween', 'wni', 'luka', 'luka', 'dokter', 'tifa', 'ungkap', 'efek', 'vaksin', 'covid', 'https', 't', 'co', 'cafsejmeqz']",hundreds of fatalities in halloween tragedy two wni injured tifa doctor reveals effect of covid vaccine https t co cafsejmeqz
2517,"@geloraco Apakah termasuk didalamnya gagal nyapress, efek vaksin cop3d-19?", Apakah termasuk didalamnya gagal nyapress efek vaksin , apakah termasuk didalamnya gagal nyapress efek vaksin ,apakah termasuk didalamnya gagal nyapress efek vaksin,"['apakah', 'termasuk', 'didalamnya', 'gagal', 'nyapress', 'efek', 'vaksin']","['termasuk', 'didalamnya', 'gagal', 'nyapress', 'efek', 'vaksin']",does it include failing to suppress the effects of the vaccine
2518,"@dr_koko28 Masih nyalahin covid nya ajah dok.. padahal kehidupan udah ada pada fase setelah vaksin.

Mungkin memang masih ada efek long covid tp ditambah efek vaks jg gak bs tutup mata. Jujurlah. 😶💐", Masih nyalahin covid nya ajah dok padahal kehidupan udah ada pada fase setelah vaksin Mungkin memang masih ada efek long covid tp ditambah efek vaks jg gak bs tutup mata Jujurlah , masih nyalahin covid nya ajah dok padahal kehidupan udah ada pada fase setelah vaksin mungkin memang masih ada efek long covid tp ditambah efek vaks jg gak bs tutup mata jujurlah ,masih nyalahin covid nya aja dok padahal kehidupan sudah ada pada fase setelah vaksin mungkin memang masih ada efek long covid tp ditambah efek vaks jg gak bisa tutup mata jujurlah,"['masih', 'nyalahin', 'covid', 'nya', 'aja', 'dok', 'padahal', 'kehidupan', 'sudah', 'ada', 'pada', 'fase', 'setelah', 'vaksin', 'mungkin', 'memang', 'masih', 'ada', 'efek', 'long', 'covid', 'tp', 'ditambah', 'efek', 'vaks', 'jg', 'gak', 'bisa', 'tutup', 'mata', 'jujurlah']","['nyalahin', 'covid', 'nya', 'aja', 'dok', 'padahal', 'kehidupan', 'fase', 'vaksin', 'mungkin', 'memang', 'efek', 'long', 'covid', 'tp', 'ditambah', 'efek', 'vaks', 'jg', 'gak', 'tutup', 'mata', 'jujurlah']","i still blame the covid, even though life is already in the phase after the vaccine, maybe there is still a long covid effect, but plus the effect of the vaccine, i can't close my eyes, to be honest"
2519,Sebulan dua minggu mendekati waktu bayi vaksin. Ya Allah bismillah semoga nggak ada efek vaksin. Deg2an nya udh dari sekarang 🥲🥲🥲,Sebulan dua minggu mendekati waktu bayi vaksin Ya Allah bismillah semoga nggak ada efek vaksin nya udh dari sekarang ,sebulan dua minggu mendekati waktu bayi vaksin ya allah bismillah semoga nggak ada efek vaksin nya udh dari sekarang ,sebulan dua minggu mendekati waktu bayi vaksin ya allah bismillah semoga gak ada efek vaksin nya sudah dari sekarang,"['sebulan', 'dua', 'minggu', 'mendekati', 'waktu', 'bayi', 'vaksin', 'ya', 'allah', 'bismillah', 'semoga', 'gak', 'ada', 'efek', 'vaksin', 'nya', 'sudah', 'dari', 'sekarang']","['sebulan', 'minggu', 'mendekati', 'waktu', 'bayi', 'vaksin', 'allah', 'bismillah', 'semoga', 'gak', 'efek', 'vaksin', 'nya', 'sekarang']","a month and two weeks before the time for the baby to be vaccinated, god, bismillah, hopefully there will be no vaccine effect from now on"
2520,Lord Luhut wajah nya jd gitu? Mgknkah krn efek vaksin??,Lord Luhut wajah nya jd gitu Mgknkah krn efek vaksin ,lord luhut wajah nya jd gitu mgknkah krn efek vaksin ,lord luhut wajah nya jd gitu mgknkah karena efek vaksin,"['lord', 'luhut', 'wajah', 'nya', 'jd', 'gitu', 'mgknkah', 'karena', 'efek', 'vaksin']","['lord', 'luhut', 'wajah', 'nya', 'jd', 'gitu', 'mgknkah', 'efek', 'vaksin']",lord luhut his face is like that maybe because of the vaccine effect
2521,@Shidqiminifil Kaga ege. Ini efek vaksin, Kaga ege Ini efek vaksin, kaga ege ini efek vaksin,gak ege ini efek vaksin,"['gak', 'ege', 'ini', 'efek', 'vaksin']","['gak', 'ege', 'efek', 'vaksin']",i don't think this is the effect of the vaccine
2522,"Kasus anak gagal ginjal .mkinkah efek vaksin?
https://t.co/hMxZjv5rrH",Kasus anak gagal ginjal mkinkah efek vaksin https t co ,kasus anak gagal ginjal mkinkah efek vaksin https t co ,kasus anak gagal ginjal mkinkah efek vaksin https t co,"['kasus', 'anak', 'gagal', 'ginjal', 'mkinkah', 'efek', 'vaksin', 'https', 't', 'co']","['kasus', 'anak', 'gagal', 'ginjal', 'mkinkah', 'efek', 'vaksin', 'https', 't', 'co']",the case of a child with kidney failure is the effect of the vaccine https t co
2523,"@akhadam77 Dokter percaya vaksin covid itu ada efek samping nya, terutama terhadap Gagal jantung?", Dokter percaya vaksin covid itu ada efek samping nya terutama terhadap Gagal jantung , dokter percaya vaksin covid itu ada efek samping nya terutama terhadap gagal jantung ,dokter percaya vaksin covid itu ada efek samping nya terutama terhadap gagal jantung,"['dokter', 'percaya', 'vaksin', 'covid', 'itu', 'ada', 'efek', 'samping', 'nya', 'terutama', 'terhadap', 'gagal', 'jantung']","['dokter', 'percaya', 'vaksin', 'covid', 'efek', 'samping', 'nya', 'terutama', 'gagal', 'jantung']","doctors believe the covid vaccine has side effects, especially for heart failure"
2524,"Ingin menggambar tapi efek vaksin+main boardgame 3 jamnya, jadi ngantoook",Ingin menggambar tapi efek vaksin main boardgame jamnya jadi ngantoook,ingin menggambar tapi efek vaksin main boardgame jamnya jadi ngantoook,ingin menggambar tapi efek vaksin main boardgame jamnya jadi ngantoook,"['ingin', 'menggambar', 'tapi', 'efek', 'vaksin', 'main', 'boardgame', 'jamnya', 'jadi', 'ngantoook']","['menggambar', 'efek', 'vaksin', 'main', 'boardgame', 'jamnya', 'jadi', 'ngantoook']","i want to draw, but the effects of vaccines playing board games are boring"
2525,@seungsikigori Ga ada keingin cari tau efek vaksin? Mungkin yg MRNA, Ga ada keingin cari tau efek vaksin Mungkin yg MRNA, ga ada keingin cari tau efek vaksin mungkin yg mrna,gak ada keingin cari tau efek vaksin mungkin yang mrna,"['gak', 'ada', 'keingin', 'cari', 'tau', 'efek', 'vaksin', 'mungkin', 'yang', 'mrna']","['gak', 'keingin', 'cari', 'tau', 'efek', 'vaksin', 'mungkin', 'mrna']","no one wants to find out the effect of the vaccine, maybe which one"
2526,@joyatallett Ga mau coba2 cari referensi efek samping vaksin? Apalagi pakai yg MRNA, Ga mau cari referensi efek samping vaksin Apalagi pakai yg MRNA, ga mau cari referensi efek samping vaksin apalagi pakai yg mrna,gak mau cari referensi efek samping vaksin apalagi pakai yang mrna,"['gak', 'mau', 'cari', 'referensi', 'efek', 'samping', 'vaksin', 'apalagi', 'pakai', 'yang', 'mrna']","['gak', 'mau', 'cari', 'referensi', 'efek', 'samping', 'vaksin', 'pakai', 'mrna']","i don't want to look for references to vaccine side effects, let alone use which one"
2527,"@xhnfi @DokterTifa Maap, kalo research sumber jurnalnya ada gak kak? Mau tanya aja penasaran, mana tau emang BENERAN EFEK VAKSIN YG BERISI CHIP hehehe😊🙏", Maap kalo research sumber jurnalnya ada gak kak Mau tanya aja penasaran mana tau emang BENERAN EFEK VAKSIN YG BERISI CHIP hehehe , maap kalo research sumber jurnalnya ada gak kak mau tanya aja penasaran mana tau emang beneran efek vaksin yg berisi chip hehehe ,maaf kalo research sumber jurnalnya ada gak kak mau tanya aja penasaran mana tau emang beneran efek vaksin yang berisi chip hehehe,"['maaf', 'kalo', 'research', 'sumber', 'jurnalnya', 'ada', 'gak', 'kak', 'mau', 'tanya', 'aja', 'penasaran', 'mana', 'tau', 'emang', 'beneran', 'efek', 'vaksin', 'yang', 'berisi', 'chip', 'hehehe']","['maaf', 'kalo', 'research', 'sumber', 'jurnalnya', 'gak', 'kak', 'mau', 'tanya', 'aja', 'penasaran', 'mana', 'tau', 'emang', 'beneran', 'efek', 'vaksin', 'berisi', 'chip', 'hehehe']","i'm sorry if there's no research on the source of the journal, sis. i just want to ask, i'm just curious, how do you know the effect of a vaccine containing a chip is real hehehe"
2528,@Angel_Aprilia90 @HidayatulJum @dr_koko28 Itu dr sebelum vaksin sudah efek lgs sejak sembuh dr covid ..sy covid lebih dr 3minggu ..2 Minggu dirumah 10hr di wisma atlet isoman lg 7hr dirumah .... dan sepulang dr wisma blm vax, Itu dr sebelum vaksin sudah efek lgs sejak sembuh dr covid sy covid lebih dr Minggu dirumah di wisma atlet isoman lg dirumah dan sepulang dr wisma blm vax, itu dr sebelum vaksin sudah efek lgs sejak sembuh dr covid sy covid lebih dr minggu dirumah di wisma atlet isoman lg dirumah dan sepulang dr wisma blm vax,itu dr sebelum vaksin sudah efek lgs sejak sembuh dr covid saya covid lebih dr minggu dirumah di wisma atlet isoman lagi dirumah dan sepulang dr wisma belum vax,"['itu', 'dr', 'sebelum', 'vaksin', 'sudah', 'efek', 'lgs', 'sejak', 'sembuh', 'dr', 'covid', 'saya', 'covid', 'lebih', 'dr', 'minggu', 'dirumah', 'di', 'wisma', 'atlet', 'isoman', 'lagi', 'dirumah', 'dan', 'sepulang', 'dr', 'wisma', 'belum', 'vax']","['dr', 'vaksin', 'efek', 'lgs', 'sejak', 'sembuh', 'dr', 'covid', 'covid', 'lebih', 'dr', 'minggu', 'dirumah', 'wisma', 'atlet', 'isoman', 'dirumah', 'sepulang', 'dr', 'wisma', 'vax']",that was from before the vaccine had an effect since recovering from covid.
2529,@OposisiCerdas Efek terlalu banyak di vaksin, Efek terlalu banyak di vaksin, efek terlalu banyak di vaksin,efek terlalu banyak di vaksin,"['efek', 'terlalu', 'banyak', 'di', 'vaksin']","['efek', 'terlalu', 'banyak', 'vaksin']",too much effect on the vaccine
2530,"@dr_koko28 Bilang saja karena efek samping dari vaksin covid 19 mengakibatkan gagal jantung, kenapa ngeles lagi", Bilang saja karena efek samping dari vaksin covid mengakibatkan gagal jantung kenapa ngeles lagi, bilang saja karena efek samping dari vaksin covid mengakibatkan gagal jantung kenapa ngeles lagi,bilang saja karena efek samping dari vaksin covid mengakibatkan gagal jantung kenapa ngeles lagi,"['bilang', 'saja', 'karena', 'efek', 'samping', 'dari', 'vaksin', 'covid', 'mengakibatkan', 'gagal', 'jantung', 'kenapa', 'ngeles', 'lagi']","['bilang', 'efek', 'samping', 'vaksin', 'covid', 'mengakibatkan', 'gagal', 'jantung', 'ngeles']",just say that because the side effects of the covid vaccine have resulted in heart failure why are you grinding again
2531,Apa Isi Kandungan vaksin Hirup Ini dan apa Efek sampingnya ya? https://t.co/oKIiu3i4BF,Apa Isi Kandungan vaksin Hirup Ini dan apa Efek sampingnya ya https t co ,apa isi kandungan vaksin hirup ini dan apa efek sampingnya ya https t co ,apa isi kandungan vaksin hirup ini dan apa efek sampingnya ya https t co,"['apa', 'isi', 'kandungan', 'vaksin', 'hirup', 'ini', 'dan', 'apa', 'efek', 'sampingnya', 'ya', 'https', 't', 'co']","['apa', 'isi', 'kandungan', 'vaksin', 'hirup', 'apa', 'efek', 'sampingnya', 'https', 't', 'co']","what is the content of this inhalation vaccine and what are the side effects, huh? https t co"
2532,@AbayOfficial_ @dorokdokBayawak Efek vaksin, Efek vaksin, efek vaksin,efek vaksin,"['efek', 'vaksin']","['efek', 'vaksin']",vaccine effect
2533,"@cemitimas71 @hog_green @DokterTifa Saya udh booster dan udh medcheck termasuk jantung, dan sehat😁, jd udh boleh maki2 dokter gemblung kui? Nanti kalo konten maki2ku bagus jgn dibilang efek vaksin bikin org jd pinter maki2 orang lain yo.", Saya udh booster dan udh medcheck termasuk jantung dan sehat jd udh boleh dokter gemblung kui Nanti kalo konten bagus jgn dibilang efek vaksin bikin org jd pinter orang lain yo , saya udh booster dan udh medcheck termasuk jantung dan sehat jd udh boleh dokter gemblung kui nanti kalo konten bagus jgn dibilang efek vaksin bikin org jd pinter orang lain yo ,saya sudah booster dan sudah medcheck termasuk jantung dan sehat jd sudah boleh dokter gemblung kui nanti kalo konten bagus jangan dibilang efek vaksin bikin orang jd pinter orang lain yo,"['saya', 'sudah', 'booster', 'dan', 'sudah', 'medcheck', 'termasuk', 'jantung', 'dan', 'sehat', 'jd', 'sudah', 'boleh', 'dokter', 'gemblung', 'kui', 'nanti', 'kalo', 'konten', 'bagus', 'jangan', 'dibilang', 'efek', 'vaksin', 'bikin', 'orang', 'jd', 'pinter', 'orang', 'lain', 'yo']","['booster', 'medcheck', 'termasuk', 'jantung', 'sehat', 'jd', 'dokter', 'gemblung', 'kui', 'kalo', 'konten', 'bagus', 'jangan', 'dibilang', 'efek', 'vaksin', 'bikin', 'orang', 'jd', 'pinter', 'orang', 'yo']","i've had a booster and i've checked, including my heart and healthy, so i'm allowed to be a doctor, if the content is good, don't say the effects of vaccines make people smarter, yo"
2534,"@txtdrbuih @DokterTifa @Kentarockers Penyintas covid &amp; penerima vaksin, begitu yg ditulis bu tifa. Ngga ada yg cacad dlm anjuran bu tjfa ini mengingat efek bloodclots dari virus C19 &amp; terlebih vaksin C19. Jurnal melimpah. Bahkan udah gw bahas sejak lebih 2 taun lalu 
https://t.co/aaklGe1DGt. Ente ngapain aja?", Penyintas covid penerima vaksin begitu yg ditulis bu tifa Ngga ada yg cacad dlm anjuran bu tjfa ini mengingat efek bloodclots dari virus terlebih vaksin Jurnal melimpah Bahkan udah gw bahas sejak lebih taun lalu https t co Ente ngapain aja , penyintas covid penerima vaksin begitu yg ditulis bu tifa ngga ada yg cacad dlm anjuran bu tjfa ini mengingat efek bloodclots dari virus terlebih vaksin jurnal melimpah bahkan udah gw bahas sejak lebih taun lalu https t co ente ngapain aja ,penyintas covid penerima vaksin begitu yang ditulis bu tifa gak ada yang cacad dlm anjuran bu tjfa ini mengingat efek bloodclots dari virus terlebih vaksin jurnal melimpah bahkan sudah gue bahas sejak lebih taun lalu https t co kamu ngapain aja,"['penyintas', 'covid', 'penerima', 'vaksin', 'begitu', 'yang', 'ditulis', 'bu', 'tifa', 'gak', 'ada', 'yang', 'cacad', 'dlm', 'anjuran', 'bu', 'tjfa', 'ini', 'mengingat', 'efek', 'bloodclots', 'dari', 'virus', 'terlebih', 'vaksin', 'jurnal', 'melimpah', 'bahkan', 'sudah', 'gue', 'bahas', 'sejak', 'lebih', 'taun', 'lalu', 'https', 't', 'co', 'kamu', 'ngapain', 'aja']","['penyintas', 'covid', 'penerima', 'vaksin', 'ditulis', 'bu', 'tifa', 'gak', 'cacad', 'dlm', 'anjuran', 'bu', 'tjfa', 'mengingat', 'efek', 'bloodclots', 'virus', 'terlebih', 'vaksin', 'jurnal', 'melimpah', 'bahkan', 'gue', 'bahas', 'sejak', 'lebih', 'taun', 'lalu', 'https', 't', 'co', 'kamu', 'ngapain', 'aja']","covid survivors who received vaccines like what was written, mrs. tifa, there are no defects in mrs. tjfa's advice, considering the bloodclots effect of viruses, especially vaccines, journals are abundant. i have even discussed it for more than a year."
2535,"@Wahyu_Jat_ @t3luuur @DokterTifa Wkwkk B aja kali.. Klo g percaya y sdh.. Yg penting ilmu yg sy dpt begitu, long covid itu efek dr virus nya, parah atau g nya tergantung kondisi masing-masing .. Dan yg memperparah itu vaksin. Usahakn terus 7CGP + 3B", Wkwkk B aja kali Klo g percaya y sdh Yg penting ilmu yg sy dpt begitu long covid itu efek dr virus nya parah atau g nya tergantung kondisi masing masing Dan yg memperparah itu vaksin Usahakn terus , wkwkk b aja kali klo g percaya y sdh yg penting ilmu yg sy dpt begitu long covid itu efek dr virus nya parah atau g nya tergantung kondisi masing masing dan yg memperparah itu vaksin usahakn terus ,wkwkk b aja kali kalau g percaya y sdh yang penting ilmu yang saya dpt begitu long covid itu efek dr virus nya parah atau g nya tergantung kondisi masing masing dan yang memperparah itu vaksin usahakn terus,"['wkwkk', 'b', 'aja', 'kali', 'kalau', 'g', 'percaya', 'y', 'sdh', 'yang', 'penting', 'ilmu', 'yang', 'saya', 'dpt', 'begitu', 'long', 'covid', 'itu', 'efek', 'dr', 'virus', 'nya', 'parah', 'atau', 'g', 'nya', 'tergantung', 'kondisi', 'masing', 'masing', 'dan', 'yang', 'memperparah', 'itu', 'vaksin', 'usahakn', 'terus']","['wkwkk', 'b', 'aja', 'kali', 'kalau', 'g', 'percaya', 'y', 'sdh', 'penting', 'ilmu', 'dpt', 'long', 'covid', 'efek', 'dr', 'virus', 'nya', 'parah', 'g', 'nya', 'tergantung', 'kondisi', 'masing', 'masing', 'memperparah', 'vaksin', 'usahakn', 'terus']","wkwkk just this time, if you don't believe it, the important thing is the knowledge that i get is so long covid, the effect of the virus is severe or not depending on the condition of each and what makes it worse is the vaccine, keep trying"
2536,"@fvcksynkills @DokterTifa @Kentarockers Wkwkkw. Tau tuh, pada makin bloon. Efek nyandu vaksin? 🤣 
Serius, ini bloon. Kalo cerdas, pasti punya alesan rasional dibalik kalimat tsb. Sebab paragraf bu tifa ini, meski bukan hipotesis, dibangun dgn premis yg rasional.", Wkwkkw Tau tuh pada makin bloon Efek nyandu vaksin Serius ini bloon Kalo cerdas pasti punya alesan rasional dibalik kalimat tsb Sebab paragraf bu tifa ini meski bukan hipotesis dibangun dgn premis yg rasional , wkwkkw tau tuh pada makin bloon efek nyandu vaksin serius ini bloon kalo cerdas pasti punya alesan rasional dibalik kalimat tsb sebab paragraf bu tifa ini meski bukan hipotesis dibangun dgn premis yg rasional ,wkwkkw tau tuh pada makin bloon efek nyandu vaksin serius ini bloon kalo cerdas pasti punya alasan rasional dibalik kalimat tsb sebab paragraf bu tifa ini meski bukan hipotesis dibangun dgn premis yang rasional,"['wkwkkw', 'tau', 'tuh', 'pada', 'makin', 'bloon', 'efek', 'nyandu', 'vaksin', 'serius', 'ini', 'bloon', 'kalo', 'cerdas', 'pasti', 'punya', 'alasan', 'rasional', 'dibalik', 'kalimat', 'tsb', 'sebab', 'paragraf', 'bu', 'tifa', 'ini', 'meski', 'bukan', 'hipotesis', 'dibangun', 'dgn', 'premis', 'yang', 'rasional']","['wkwkkw', 'tau', 'tuh', 'makin', 'bloon', 'efek', 'nyandu', 'vaksin', 'serius', 'bloon', 'kalo', 'cerdas', 'punya', 'alasan', 'rasional', 'dibalik', 'kalimat', 'tsb', 'paragraf', 'bu', 'tifa', 'meski', 'bukan', 'hipotesis', 'dibangun', 'dgn', 'premis', 'rasional']","wkwkkw i know that the more ridiculous the effects of serious vaccine addiction are, the stupid if you're smart, you must have a rational reason behind that sentence because this paragraph of bu tifa, even though it's not a hypothesis, is built on a rational premise"
