,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal
2424,"@alazoniki @VMar103 @Samudera_Estu rakyat jepang juga banyak yg nolak vaksin, di indonesia nerima aja tanpa mau tau isi kandungan sama efek samping", rakyat jepang juga banyak yg nolak vaksin di indonesia nerima aja tanpa mau tau isi kandungan sama efek samping, rakyat jepang juga banyak yg nolak vaksin di indonesia nerima aja tanpa mau tau isi kandungan sama efek samping,rakyat jepang juga banyak yang nolak vaksin di indonesia nerima aja tanpa mau tau isi kandungan sama efek samping,"['rakyat', 'jepang', 'juga', 'banyak', 'yang', 'nolak', 'vaksin', 'di', 'indonesia', 'nerima', 'aja', 'tanpa', 'mau', 'tau', 'isi', 'kandungan', 'sama', 'efek', 'samping']","['rakyat', 'jepang', 'banyak', 'nolak', 'vaksin', 'indonesia', 'nerima', 'aja', 'mau', 'tau', 'isi', 'kandungan', 'sama', 'efek', 'samping']"
2425,"Bukan gara gara vaksin ya, goblok yg bilang efek vaksin tuh gue jitak sini.",Bukan gara gara vaksin ya goblok yg bilang efek vaksin tuh gue jitak sini ,bukan gara gara vaksin ya goblok yg bilang efek vaksin tuh gue jitak sini ,bukan gara gara vaksin ya goblok yang bilang efek vaksin tuh gue jitak sini,"['bukan', 'gara', 'gara', 'vaksin', 'ya', 'goblok', 'yang', 'bilang', 'efek', 'vaksin', 'tuh', 'gue', 'jitak', 'sini']","['bukan', 'gara', 'gara', 'vaksin', 'goblok', 'bilang', 'efek', 'vaksin', 'tuh', 'gue', 'jitak', 'sini']"
2426,@geloraco Efek vaksin jantung jadi loyo, Efek vaksin jantung jadi loyo, efek vaksin jantung jadi loyo,efek vaksin jantung jadi loyo,"['efek', 'vaksin', 'jantung', 'jadi', 'loyo']","['efek', 'vaksin', 'jantung', 'jadi', 'loyo']"
2427,@rafaeljbian Yes. D4rah dimana2. Tu ibu anak bener2 berkubang disitu. Kalo lo baca di komen ada yg bilang efek vaksin., Yes Tu ibu anak berkubang disitu Kalo lo baca di komen ada yg bilang efek vaksin , yes tu ibu anak berkubang disitu kalo lo baca di komen ada yg bilang efek vaksin ,ya tu ibu anak berkubang disitu kalo lo baca di komentar ada yang bilang efek vaksin,"['ya', 'tu', 'ibu', 'anak', 'berkubang', 'disitu', 'kalo', 'lo', 'baca', 'di', 'komentar', 'ada', 'yang', 'bilang', 'efek', 'vaksin']","['tu', 'ibu', 'anak', 'berkubang', 'disitu', 'kalo', 'lo', 'baca', 'komentar', 'bilang', 'efek', 'vaksin']"
2428,"Loh kok merasa bersalah dan membungkuk minta maaf??? Buat pengalihan isu dulu donk, ditemukan botol miras kek, ato krna efek long covid, ato gara2 vaksin covid.",Loh kok merasa bersalah dan membungkuk minta maaf Buat pengalihan isu dulu donk ditemukan botol miras kek ato krna efek long covid ato vaksin covid ,loh kok merasa bersalah dan membungkuk minta maaf buat pengalihan isu dulu donk ditemukan botol miras kek ato krna efek long covid ato vaksin covid ,loh kok merasa bersalah dan membungkuk minta maaf buat pengalihan isu dulu donk ditemukan botol miras kek atau karena efek long covid atau vaksin covid,"['loh', 'kok', 'merasa', 'bersalah', 'dan', 'membungkuk', 'minta', 'maaf', 'buat', 'pengalihan', 'isu', 'dulu', 'donk', 'ditemukan', 'botol', 'miras', 'kek', 'atau', 'karena', 'efek', 'long', 'covid', 'atau', 'vaksin', 'covid']","['loh', 'kok', 'merasa', 'bersalah', 'membungkuk', 'minta', 'maaf', 'buat', 'pengalihan', 'isu', 'dulu', 'donk', 'ditemukan', 'botol', 'miras', 'kek', 'efek', 'long', 'covid', 'vaksin', 'covid']"
2429,"RILIS HOAKS TGL 2 NOVEMBER 2022

1. [HOAKS] Akun WA Mengatasnamakan Wakil Bupati Deli Serdang
https://t.co/SGRcQzbQGW

2. [HOAKS] Mata Katy Perry Bermasalah Akibat Efek Samping Vaksin
https://t.co/TkaLBZZM9A

DirJen Aptika KemKominfo RI
@aduankonten
https://t.co/QKjEyFkdTB",RILIS HOAKS TGL NOVEMBER HOAKS Akun WA Mengatasnamakan Wakil Bupati Deli Serdang https t co SGRcQzbQGW HOAKS Mata Katy Perry Bermasalah Akibat Efek Samping Vaksin https t co DirJen Aptika KemKominfo RI https t co QKjEyFkdTB,rilis hoaks tgl november hoaks akun wa mengatasnamakan wakil bupati deli serdang https t co sgrcqzbqgw hoaks mata katy perry bermasalah akibat efek samping vaksin https t co dirjen aptika kemkominfo ri https t co qkjeyfkdtb,rilis hoax tgl november hoax akun wa mengatasnamakan wakil bupati deli serdang https t co sgrcqzbqgw hoax mata katy perry bermasalah akibat efek samping vaksin https t co dirjen aptika kemkominfo ri https t co qkjeyfkdtb,"['rilis', 'hoax', 'tgl', 'november', 'hoax', 'akun', 'wa', 'mengatasnamakan', 'wakil', 'bupati', 'deli', 'serdang', 'https', 't', 'co', 'sgrcqzbqgw', 'hoax', 'mata', 'katy', 'perry', 'bermasalah', 'akibat', 'efek', 'samping', 'vaksin', 'https', 't', 'co', 'dirjen', 'aptika', 'kemkominfo', 'ri', 'https', 't', 'co', 'qkjeyfkdtb']","['rilis', 'hoax', 'tgl', 'november', 'hoax', 'akun', 'wa', 'mengatasnamakan', 'wakil', 'bupati', 'deli', 'serdang', 'https', 't', 'co', 'sgrcqzbqgw', 'hoax', 'mata', 'katy', 'perry', 'bermasalah', 'akibat', 'efek', 'samping', 'vaksin', 'https', 't', 'co', 'dirjen', 'aptika', 'kemkominfo', 'ri', 'https', 't', 'co', 'qkjeyfkdtb']"
2430,@ShahrazaAfan @Samudera_Estu Ya justru komen mu yg kayak gini efek ga pernah di vaksin. Ga ngotak, Ya justru komen mu yg kayak gini efek ga pernah di vaksin Ga ngotak, ya justru komen mu yg kayak gini efek ga pernah di vaksin ga ngotak,ya justru komentar mu yang kayak gini efek gak pernah di vaksin gak ngotak,"['ya', 'justru', 'komentar', 'mu', 'yang', 'kayak', 'gini', 'efek', 'gak', 'pernah', 'di', 'vaksin', 'gak', 'ngotak']","['justru', 'komentar', 'mu', 'kayak', 'gini', 'efek', 'gak', 'pernah', 'vaksin', 'gak', 'ngotak']"
2431,Ini stress apa ya yg bilang efek vaksin?,Ini stress apa ya yg bilang efek vaksin ,ini stress apa ya yg bilang efek vaksin ,ini stress apa ya yang bilang efek vaksin,"['ini', 'stress', 'apa', 'ya', 'yang', 'bilang', 'efek', 'vaksin']","['stress', 'apa', 'bilang', 'efek', 'vaksin']"
2432,"Terlebih lagi, udah banyak jg orang2 yg terlibat dlm perdebatan Popon, baik yg pro maupun kontra. Gw mah tinggal nyumbang like aja

Kalo permasalahan efek buruk vaksin covid, berapa banyak sih org Indo yg bahas, terlebih lagi yg membahasnya scr objektif dan berdasar pd jurnal?",Terlebih lagi udah banyak jg yg terlibat dlm perdebatan Popon baik yg pro maupun kontra Gw mah tinggal nyumbang like aja Kalo permasalahan efek buruk vaksin covid berapa banyak sih org Indo yg bahas terlebih lagi yg membahasnya scr objektif dan berdasar pd jurnal ,terlebih lagi udah banyak jg yg terlibat dlm perdebatan popon baik yg pro maupun kontra gw mah tinggal nyumbang like aja kalo permasalahan efek buruk vaksin covid berapa banyak sih org indo yg bahas terlebih lagi yg membahasnya scr objektif dan berdasar pd jurnal ,terlebih lagi sudah banyak jg yang terlibat dlm perdebatan popon baik yang pro maupun kontra gue mah tinggal nyumbang like aja kalo permasalahan efek buruk vaksin covid berapa banyak sih orang indonesia yang bahas terlebih lagi yang membahasnya secara objektif dan berdasar pada jurnal,"['terlebih', 'lagi', 'sudah', 'banyak', 'jg', 'yang', 'terlibat', 'dlm', 'perdebatan', 'popon', 'baik', 'yang', 'pro', 'maupun', 'kontra', 'gue', 'mah', 'tinggal', 'nyumbang', 'like', 'aja', 'kalo', 'permasalahan', 'efek', 'buruk', 'vaksin', 'covid', 'berapa', 'banyak', 'sih', 'orang', 'indonesia', 'yang', 'bahas', 'terlebih', 'lagi', 'yang', 'membahasnya', 'secara', 'objektif', 'dan', 'berdasar', 'pada', 'jurnal']","['terlebih', 'banyak', 'jg', 'terlibat', 'dlm', 'perdebatan', 'popon', 'baik', 'pro', 'maupun', 'kontra', 'gue', 'mah', 'tinggal', 'nyumbang', 'like', 'aja', 'kalo', 'permasalahan', 'efek', 'buruk', 'vaksin', 'covid', 'berapa', 'banyak', 'sih', 'orang', 'indonesia', 'bahas', 'terlebih', 'membahasnya', 'objektif', 'berdasar', 'jurnal']"
2433,efek vaksin 2000 dosis,efek vaksin dosis,efek vaksin dosis,efek vaksin dosis,"['efek', 'vaksin', 'dosis']","['efek', 'vaksin', 'dosis']"
2434,"@ShahrazaAfan @Samudera_Estu Efek tidak vaksin tuh... Makanya, yg lain pada vaksin ente malah ngah ngoh. Noh contoh nya jadi monster bunuh keluarga.", Efek tidak vaksin tuh Makanya yg lain pada vaksin ente malah ngah ngoh Noh contoh nya jadi monster bunuh keluarga , efek tidak vaksin tuh makanya yg lain pada vaksin ente malah ngah ngoh noh contoh nya jadi monster bunuh keluarga ,efek tidak vaksin tuh makanya yang lain pada vaksin kamu malah ngah ngoh noh contoh nya jadi monster bunuh keluarga,"['efek', 'tidak', 'vaksin', 'tuh', 'makanya', 'yang', 'lain', 'pada', 'vaksin', 'kamu', 'malah', 'ngah', 'ngoh', 'noh', 'contoh', 'nya', 'jadi', 'monster', 'bunuh', 'keluarga']","['efek', 'vaksin', 'tuh', 'makanya', 'vaksin', 'kamu', 'malah', 'ngah', 'ngoh', 'noh', 'contoh', 'nya', 'jadi', 'monster', 'bunuh', 'keluarga']"
2435,"Liat gesture nya dari BPOM kayak main tangkis gitu

Ini bukan salah gua, ini bukan karna gue ...gitu ga siii

Jangan2 bener tuh isu si ginjal akud Gegara efek vaksin si kopid kmaren

Nahloh....",Liat gesture nya dari BPOM kayak main tangkis gitu Ini bukan salah gua ini bukan karna gue gitu ga siii bener tuh isu si ginjal akud Gegara efek vaksin si kopid kmaren Nahloh ,liat gesture nya dari bpom kayak main tangkis gitu ini bukan salah gua ini bukan karna gue gitu ga siii bener tuh isu si ginjal akud gegara efek vaksin si kopid kmaren nahloh ,liat gesture nya dari bpom kayak main tangkis gitu ini bukan salah gue ini bukan karena gue gitu gak siii benar tuh isu si ginjal akud gegara efek vaksin si covid kmaren nahloh,"['liat', 'gesture', 'nya', 'dari', 'bpom', 'kayak', 'main', 'tangkis', 'gitu', 'ini', 'bukan', 'salah', 'gue', 'ini', 'bukan', 'karena', 'gue', 'gitu', 'gak', 'siii', 'benar', 'tuh', 'isu', 'si', 'ginjal', 'akud', 'gegara', 'efek', 'vaksin', 'si', 'covid', 'kmaren', 'nahloh']","['liat', 'gesture', 'nya', 'bpom', 'kayak', 'main', 'tangkis', 'gitu', 'bukan', 'salah', 'gue', 'bukan', 'gue', 'gitu', 'gak', 'siii', 'benar', 'tuh', 'isu', 'si', 'ginjal', 'akud', 'gegara', 'efek', 'vaksin', 'si', 'covid', 'kmaren', 'nahloh']"
2436,"@cgkdpsbdo Efek chemtrail... Tingkatkan imunitas teman², bkn dgn vaksin tapi nutrisi yg cukup dan istirahat.", Efek chemtrail Tingkatkan imunitas teman bkn dgn vaksin tapi nutrisi yg cukup dan istirahat , efek chemtrail tingkatkan imunitas teman bkn dgn vaksin tapi nutrisi yg cukup dan istirahat ,efek chemtrail tingkatkan imunitas teman bukan dgn vaksin tapi nutrisi yang cukup dan istirahat,"['efek', 'chemtrail', 'tingkatkan', 'imunitas', 'teman', 'bukan', 'dgn', 'vaksin', 'tapi', 'nutrisi', 'yang', 'cukup', 'dan', 'istirahat']","['efek', 'chemtrail', 'tingkatkan', 'imunitas', 'teman', 'bukan', 'dgn', 'vaksin', 'nutrisi', 'cukup', 'istirahat']"
2437,@RifasyaFM10 Itu efek chip vaksin covid mas, Itu efek chip vaksin covid mas, itu efek chip vaksin covid mas,itu efek chip vaksin covid mas,"['itu', 'efek', 'chip', 'vaksin', 'covid', 'mas']","['efek', 'chip', 'vaksin', 'covid', 'mas']"
2438,"Dimana science atau jurnal ilmiah, menunjukkan bukti bahwa Aplikasi Peli atau sertifikat vaksin  melakukan sesuatu untuk melindungi semua orang, smntr vaksin yang kita ketahui skr ternyata palsu, efek samping tidak diketahui dan tidak mencegah apapun termasuk kematian, Idiot.",Dimana science atau jurnal ilmiah menunjukkan bukti bahwa Aplikasi Peli atau sertifikat vaksin melakukan sesuatu untuk melindungi semua orang smntr vaksin yang kita ketahui skr ternyata palsu efek samping tidak diketahui dan tidak mencegah apapun termasuk kematian Idiot ,dimana science atau jurnal ilmiah menunjukkan bukti bahwa aplikasi peli atau sertifikat vaksin melakukan sesuatu untuk melindungi semua orang smntr vaksin yang kita ketahui skr ternyata palsu efek samping tidak diketahui dan tidak mencegah apapun termasuk kematian idiot ,dimana science atau jurnal ilmiah menunjukkan bukti bahwa aplikasi peli atau sertifikat vaksin melakukan sesuatu untuk melindungi semua orang smntr vaksin yang kita ketahui skr ternyata palsu efek samping tidak diketahui dan tidak mencegah apapun termasuk kematian idiot,"['dimana', 'science', 'atau', 'jurnal', 'ilmiah', 'menunjukkan', 'bukti', 'bahwa', 'aplikasi', 'peli', 'atau', 'sertifikat', 'vaksin', 'melakukan', 'sesuatu', 'untuk', 'melindungi', 'semua', 'orang', 'smntr', 'vaksin', 'yang', 'kita', 'ketahui', 'skr', 'ternyata', 'palsu', 'efek', 'samping', 'tidak', 'diketahui', 'dan', 'tidak', 'mencegah', 'apapun', 'termasuk', 'kematian', 'idiot']","['science', 'jurnal', 'ilmiah', 'menunjukkan', 'bukti', 'aplikasi', 'peli', 'sertifikat', 'vaksin', 'melakukan', 'melindungi', 'semua', 'orang', 'smntr', 'vaksin', 'ketahui', 'skr', 'ternyata', 'palsu', 'efek', 'samping', 'diketahui', 'mencegah', 'apapun', 'termasuk', 'kematian', 'idiot']"
2439,"@riri_rhi Gimana ya, gk tau efek imun masing2 atau ada efek dr vaksin. Tp temen2 kantor dr juli akhir sampe skrg ini sakitnya bergantian terus gk berenti. Alhamdulillah aku masih kuat. Tp emang blm vaksin ke 3. Semoga kita semua sehat selalu", Gimana ya gk tau efek imun atau ada efek dr vaksin Tp kantor dr juli akhir sampe skrg ini sakitnya bergantian terus gk berenti Alhamdulillah aku masih kuat Tp emang blm vaksin ke Semoga kita semua sehat selalu, gimana ya gk tau efek imun atau ada efek dr vaksin tp kantor dr juli akhir sampe skrg ini sakitnya bergantian terus gk berenti alhamdulillah aku masih kuat tp emang blm vaksin ke semoga kita semua sehat selalu,gimana ya gak tau efek imun atau ada efek dr vaksin tp kantor dr juli akhir sampe sekarang ini sakitnya bergantian terus gak berenti alhamdulillah aku masih kuat tp emang belum vaksin ke semoga kita semua sehat selalu,"['gimana', 'ya', 'gak', 'tau', 'efek', 'imun', 'atau', 'ada', 'efek', 'dr', 'vaksin', 'tp', 'kantor', 'dr', 'juli', 'akhir', 'sampe', 'sekarang', 'ini', 'sakitnya', 'bergantian', 'terus', 'gak', 'berenti', 'alhamdulillah', 'aku', 'masih', 'kuat', 'tp', 'emang', 'belum', 'vaksin', 'ke', 'semoga', 'kita', 'semua', 'sehat', 'selalu']","['gimana', 'gak', 'tau', 'efek', 'imun', 'efek', 'dr', 'vaksin', 'tp', 'kantor', 'dr', 'juli', 'akhir', 'sampe', 'sekarang', 'sakitnya', 'bergantian', 'terus', 'gak', 'berenti', 'alhamdulillah', 'aku', 'kuat', 'tp', 'emang', 'vaksin', 'semoga', 'semua', 'sehat', 'selalu']"
2440,@abu_waras Efek vaksin 😁, Efek vaksin , efek vaksin ,efek vaksin,"['efek', 'vaksin']","['efek', 'vaksin']"
2441,💭 Ges udah pada vaksin booster? Efek sampingnya gmn?, Ges udah pada vaksin booster Efek sampingnya gmn , ges udah pada vaksin booster efek sampingnya gmn ,ges sudah pada vaksin booster efek sampingnya gimana,"['ges', 'sudah', 'pada', 'vaksin', 'booster', 'efek', 'sampingnya', 'gimana']","['ges', 'vaksin', 'booster', 'efek', 'sampingnya', 'gimana']"
2442,"Wkwk MULAI!
Cuan ga kelar² dikuras.
Jd gini, vaksin mRNA ini udah dites sejak 15 taun yg lalu. Yg maju malah vaksin buat kopit 🤣 
Dan ini relasi C19 dgn TB 
https://t.co/5jYiyl5ndR 
Vaksin C19 memperparah C19, faktanya begitu. 
Efek immunodeficiency akibat vaksin yes, cuan yes🤣",Wkwk MULAI Cuan ga kelar dikuras Jd gini vaksin mRNA ini udah dites sejak taun yg lalu Yg maju malah vaksin buat kopit Dan ini relasi dgn TB https t co Vaksin memperparah faktanya begitu Efek immunodeficiency akibat vaksin yes cuan yes ,wkwk mulai cuan ga kelar dikuras jd gini vaksin mrna ini udah dites sejak taun yg lalu yg maju malah vaksin buat kopit dan ini relasi dgn tb https t co vaksin memperparah faktanya begitu efek immunodeficiency akibat vaksin yes cuan yes ,wkwkwk mulai cuan gak kelar dikuras jd gini vaksin mrna ini sudah dites sejak taun yang lalu yang maju malah vaksin buat kopit dan ini relasi dgn tiba https t co vaksin memperparah faktanya begitu efek immunodeficiency akibat vaksin ya cuan ya,"['wkwkwk', 'mulai', 'cuan', 'gak', 'kelar', 'dikuras', 'jd', 'gini', 'vaksin', 'mrna', 'ini', 'sudah', 'dites', 'sejak', 'taun', 'yang', 'lalu', 'yang', 'maju', 'malah', 'vaksin', 'buat', 'kopit', 'dan', 'ini', 'relasi', 'dgn', 'tiba', 'https', 't', 'co', 'vaksin', 'memperparah', 'faktanya', 'begitu', 'efek', 'immunodeficiency', 'akibat', 'vaksin', 'ya', 'cuan', 'ya']","['wkwkwk', 'mulai', 'cuan', 'gak', 'kelar', 'dikuras', 'jd', 'gini', 'vaksin', 'mrna', 'dites', 'sejak', 'taun', 'lalu', 'maju', 'malah', 'vaksin', 'buat', 'kopit', 'relasi', 'dgn', 'tiba', 'https', 't', 'co', 'vaksin', 'memperparah', 'faktanya', 'efek', 'immunodeficiency', 'akibat', 'vaksin', 'cuan']"
2443,"@Samudera_Estu Efek Lucifer dari vaksin, yakni kekuatan roh jahat. Dalam kondisi tertentu orang bisa bertindak kejam tanpa. 

Kejadian ini merupakan kali ke sekian. Pembunuhan terhadap anggota keluarga sendiri", Efek Lucifer dari vaksin yakni kekuatan roh jahat Dalam kondisi tertentu orang bisa bertindak kejam tanpa Kejadian ini merupakan kali ke sekian Pembunuhan terhadap anggota keluarga sendiri, efek lucifer dari vaksin yakni kekuatan roh jahat dalam kondisi tertentu orang bisa bertindak kejam tanpa kejadian ini merupakan kali ke sekian pembunuhan terhadap anggota keluarga sendiri,efek lucifer dari vaksin yakni kekuatan roh jahat dalam kondisi tertentu orang bisa bertindak kejam tanpa kejadian ini merupakan kali ke sekian pembunuhan terhadap anggota keluarga sendiri,"['efek', 'lucifer', 'dari', 'vaksin', 'yakni', 'kekuatan', 'roh', 'jahat', 'dalam', 'kondisi', 'tertentu', 'orang', 'bisa', 'bertindak', 'kejam', 'tanpa', 'kejadian', 'ini', 'merupakan', 'kali', 'ke', 'sekian', 'pembunuhan', 'terhadap', 'anggota', 'keluarga', 'sendiri']","['efek', 'lucifer', 'vaksin', 'kekuatan', 'roh', 'jahat', 'kondisi', 'tertentu', 'orang', 'bertindak', 'kejam', 'kejadian', 'merupakan', 'kali', 'sekian', 'pembunuhan', 'anggota', 'keluarga', 'sendiri']"
2444,@riri_rhi @burningred30 Indovac kan vaksin mRNA = pfizer = moderna jd lebih Joss 😂 atau lebih Joss efek sampingnya 🤣 coba dicari tau perbedaan sinovac dengan indovac, Indovac kan vaksin mRNA pfizer moderna jd lebih Joss atau lebih Joss efek sampingnya coba dicari tau perbedaan sinovac dengan indovac, indovac kan vaksin mrna pfizer moderna jd lebih joss atau lebih joss efek sampingnya coba dicari tau perbedaan sinovac dengan indovac,indovac kan vaksin mrna pfizer moderna jd lebih joss atau lebih joss efek sampingnya coba dicari tau perbedaan sinovac dengan indovac,"['indovac', 'kan', 'vaksin', 'mrna', 'pfizer', 'moderna', 'jd', 'lebih', 'joss', 'atau', 'lebih', 'joss', 'efek', 'sampingnya', 'coba', 'dicari', 'tau', 'perbedaan', 'sinovac', 'dengan', 'indovac']","['indovac', 'kan', 'vaksin', 'mrna', 'pfizer', 'moderna', 'jd', 'lebih', 'joss', 'lebih', 'joss', 'efek', 'sampingnya', 'coba', 'dicari', 'tau', 'perbedaan', 'sinovac', 'indovac']"
2445,"@idithea Bkn autoimmune itu. Immunodeficiency, kebalikannya. Efek vaksin &amp; drugs. Tp gw gatau jelasnya gimana. Coba aja nanti kalo udah pulih, segera jauhin drugs. Terapi mengkudu &amp; pola makan teratur", Bkn autoimmune itu Immunodeficiency kebalikannya Efek vaksin drugs Tp gw gatau jelasnya gimana Coba aja nanti kalo udah pulih segera jauhin drugs Terapi mengkudu pola makan teratur, bkn autoimmune itu immunodeficiency kebalikannya efek vaksin drugs tp gw gatau jelasnya gimana coba aja nanti kalo udah pulih segera jauhin drugs terapi mengkudu pola makan teratur,bukan autoimmune itu immunodeficiency kebalikannya efek vaksin drugs tp gue gatau jelasnya gimana coba aja nanti kalo sudah pulih segera jauhin drugs terapi mengkudu pola makan teratur,"['bukan', 'autoimmune', 'itu', 'immunodeficiency', 'kebalikannya', 'efek', 'vaksin', 'drugs', 'tp', 'gue', 'gatau', 'jelasnya', 'gimana', 'coba', 'aja', 'nanti', 'kalo', 'sudah', 'pulih', 'segera', 'jauhin', 'drugs', 'terapi', 'mengkudu', 'pola', 'makan', 'teratur']","['bukan', 'autoimmune', 'immunodeficiency', 'kebalikannya', 'efek', 'vaksin', 'drugs', 'tp', 'gue', 'gatau', 'jelasnya', 'gimana', 'coba', 'aja', 'kalo', 'pulih', 'segera', 'jauhin', 'drugs', 'terapi', 'mengkudu', 'pola', 'makan', 'teratur']"
